bench,src,pc,latency
500.perlbench_r/1,1/super_hot_regions:11,0x5ebda5d75e7e,1
500.perlbench_r/1,1/super_hot_regions:11,0x5ebda5d75e80,0

500.perlbench_r/1,1/super_hot_regions:13,0x5ebda5d75e8a,1
500.perlbench_r/1,1/super_hot_regions:13,0x5ebda5d75e8c,0

500.perlbench_r/1,1/super_hot_regions:47,0x5ebda5d65e38,1
500.perlbench_r/1,1/super_hot_regions:47,0x5ebda5d65e4c,0

500.perlbench_r/2,2/super_hot_regions:124,0x62585e571a70,2
500.perlbench_r/2,2/super_hot_regions:124,0x62585e571a74,0
500.perlbench_r/2,2/super_hot_regions:124,0x62585e571a78,0
500.perlbench_r/2,2/super_hot_regions:124,0x62585e571a7b,0

500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d18d3,6
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d18d9,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d18df,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d18fe,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d191a,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1920,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1923,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1929,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d192c,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1932,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1935,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1938,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d193b,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d193e,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1941,0
500.perlbench_r/2,2/super_hot_regions:14,0x62585e5d1952,0

500.perlbench_r/2,2/super_hot_regions:69,0x62585e568e20,1
500.perlbench_r/2,2/super_hot_regions:69,0x62585e568e28,0

500.perlbench_r/2,2/super_hot_regions:89,0x62585e565e7e,1
500.perlbench_r/2,2/super_hot_regions:89,0x62585e565e80,0

500.perlbench_r/2,2/super_hot_regions:91,0x62585e565e8a,1
500.perlbench_r/2,2/super_hot_regions:91,0x62585e565e8c,0

500.perlbench_r/2,2/super_hot_regions:95,0x62585e570181,1
500.perlbench_r/2,2/super_hot_regions:95,0x62585e570186,0

500.perlbench_r/3,3/super_hot_regions:104,0x621bfaa0ce38,1
500.perlbench_r/3,3/super_hot_regions:104,0x621bfaa0ce4c,0

500.perlbench_r/3,3/super_hot_regions:139,0x621bfaa18c96,1
500.perlbench_r/3,3/super_hot_regions:139,0x621bfaa18c9b,0

500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa888d3,6
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa888d9,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa888df,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa888fe,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa8891a,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88920,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88923,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88929,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa8892c,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88932,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88935,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88938,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa8893b,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa8893e,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88941,0
500.perlbench_r/3,3/super_hot_regions:37,0x621bfaa88952,0

500.perlbench_r/3,3/super_hot_regions:6,0x621bfaa1ce7e,1
500.perlbench_r/3,3/super_hot_regions:6,0x621bfaa1ce80,0

500.perlbench_r/3,3/super_hot_regions:8,0x621bfaa1ce8a,1
500.perlbench_r/3,3/super_hot_regions:8,0x621bfaa1ce8c,0

502.gcc_r/1,1/super_hot_regions:12,0x5a2e8f497966,2
502.gcc_r/1,1/super_hot_regions:12,0x5a2e8f497968,0
502.gcc_r/1,1/super_hot_regions:12,0x5a2e8f49796d,0
502.gcc_r/1,1/super_hot_regions:12,0x5a2e8f497970,0

502.gcc_r/1,1/super_hot_regions:13,0x5a2e8f497985,1
502.gcc_r/1,1/super_hot_regions:13,0x5a2e8f497987,0

502.gcc_r/1,1/super_hot_regions:16,0x5a2e8f497ccf,2
502.gcc_r/1,1/super_hot_regions:16,0x5a2e8f497cd1,0
502.gcc_r/1,1/super_hot_regions:16,0x5a2e8f497cd4,0
502.gcc_r/1,1/super_hot_regions:16,0x5a2e8f497ce1,0

502.gcc_r/1,1/super_hot_regions:19,0x5a2e8f4977c8,1
502.gcc_r/1,1/super_hot_regions:19,0x5a2e8f4977ca,0

502.gcc_r/1,1/super_hot_regions:23,0x5a2e8f497822,1
502.gcc_r/1,1/super_hot_regions:23,0x5a2e8f497824,0
502.gcc_r/1,1/super_hot_regions:23,0x5a2e8f497827,0

502.gcc_r/1,1/super_hot_regions:44,0x7754d29a0f84,1
502.gcc_r/1,1/super_hot_regions:44,0x7754d29a0f8b,0

502.gcc_r/1,1/super_hot_regions:7,0x5a2e8f497c78,1
502.gcc_r/1,1/super_hot_regions:7,0x5a2e8f497c7b,0

502.gcc_r/1,1/super_hot_regions:76,0x5a2e8f726d87,1
502.gcc_r/1,1/super_hot_regions:76,0x5a2e8f726d8d,0

502.gcc_r/1,1/super_hot_regions:82,0x5a2e8fc0f1cc,2
502.gcc_r/1,1/super_hot_regions:82,0x5a2e8fc0f1d4,0

502.gcc_r/1,1/super_hot_regions:95,0x5a2e8f48eef6,1
502.gcc_r/1,1/super_hot_regions:95,0x5a2e8f48ef21,0

502.gcc_r/2,2/super_hot_regions:23,0x5deaaf286c78,1
502.gcc_r/2,2/super_hot_regions:23,0x5deaaf286c7b,0

502.gcc_r/2,2/super_hot_regions:26,0x5deaaf286966,2
502.gcc_r/2,2/super_hot_regions:26,0x5deaaf286968,0
502.gcc_r/2,2/super_hot_regions:26,0x5deaaf28696d,0
502.gcc_r/2,2/super_hot_regions:26,0x5deaaf286970,0

502.gcc_r/2,2/super_hot_regions:27,0x5deaaf286985,1
502.gcc_r/2,2/super_hot_regions:27,0x5deaaf286987,0

502.gcc_r/2,2/super_hot_regions:40,0x5deaaf286ccf,2
502.gcc_r/2,2/super_hot_regions:40,0x5deaaf286cd1,0
502.gcc_r/2,2/super_hot_regions:40,0x5deaaf286cd4,0
502.gcc_r/2,2/super_hot_regions:40,0x5deaaf286ce1,0

502.gcc_r/2,2/super_hot_regions:42,0x5deaaf2867c8,1
